x,y
0.31687668,0.30743789
0.31687668,0.30723359
0.31687668,0.30702930
0.31687668,0.30682500
0.31687668,0.30662071
0.31687668,0.30641641
0.31687668,0.30621212
0.31687668,0.30600783
0.31687668,0.30580353
0.31687668,0.30559924
0.31687668,0.30539494
0.31687668,0.30519065
0.31687668,0.30498635
0.31687668,0.30478206
0.31687668,0.30457777
0.31687668,0.30437347
0.31687668,0.30416918
0.31687668,0.30396488
0.31687668,0.30376059
0.31687668,0.30355629
0.31687668,0.30335200
0.31687668,0.30314770
0.31687668,0.30294341
0.31687668,0.30273912
0.31687668,0.30253482
0.31687668,0.30233053
0.31687668,0.30212623
0.31687668,0.30192194
0.31687668,0.30171764
0.31687668,0.30151335
0.31687668,0.30130906
0.31687668,0.30110476
0.31687668,0.30090047
0.31687668,0.30069617
0.31687668,0.30049188
0.31687668,0.30028758
0.31687668,0.30008329
0.31687668,0.29987899
0.31687668,0.29967470
0.31687668,0.29947041
0.31687668,0.29926611
0.31687668,0.29906182
0.31687668,0.29885752
0.31687668,0.29865323
0.31687668,0.29844893
0.31687668,0.29824464
0.31687668,0.29804035
0.31687668,0.29783605
0.31687668,0.29763176
0.31687668,0.29742746
0.31687668,0.29722317
0.31687668,0.29701887
0.31687668,0.29681458
0.31687668,0.29661029
0.31687668,0.29640599
0.31687668,0.29620170
0.31687668,0.29599740
0.31687668,0.29579311
0.31687668,0.29558881
0.31687668,0.29538452
0.31687668,0.29518022
0.31687668,0.29497593
0.31687668,0.29477164
0.31687668,0.29456734
0.31687668,0.29436305
0.31687668,0.29415875
0.31687668,0.29395446
0.31687668,0.29375016
0.31687668,0.29354587
0.31687668,0.29334158
0.31687668,0.29313728
0.31687668,0.29293299
0.31687668,0.29272869
0.31687668,0.29252440
0.31687668,0.29232010
0.31687668,0.29211581
0.31687668,0.29191151
0.31687668,0.29170722
0.31687668,0.29150293
0.31687668,0.29129863
0.31687668,0.29109434
0.31687668,0.29089004
0.31687668,0.29068575
0.31687668,0.29048145
0.31687668,0.29027716
0.31687668,0.29007287
0.31687668,0.28986857
0.31687668,0.28966428
0.31687668,0.28945998
0.31687668,0.28925569
0.31687668,0.28905139
0.31687668,0.28884710
0.31687668,0.28864281
0.31687668,0.28843851
0.31687668,0.28823422
0.31687668,0.28802992
0.31687668,0.28782563
0.31687668,0.28762133
0.31687668,0.28741704
0.31687668,0.28721274
0.31687668,0.28700845
0.31687668,0.28680416
0.31687668,0.28659986
0.31687668,0.28639557
0.31687668,0.28619127
0.31687668,0.28598698
0.31687668,0.28578268
0.31687668,0.28557839
0.31687668,0.28537410
0.31687668,0.28516980
0.31687668,0.28496551
0.31687668,0.28476121
0.31687668,0.28455692
0.31687668,0.28435262
0.31687668,0.28414833
0.31687668,0.28394403
0.31687668,0.28373974
0.31687668,0.28353545
0.31687668,0.28333115
0.31687668,0.28312686
0.31687668,0.28292256
0.31687668,0.28271827
0.31687668,0.28251397
0.31687668,0.28230968
0.31687668,0.28210539
0.31687668,0.28190109
0.31687668,0.28169680
0.31687668,0.28149250
0.31687668,0.28128821
0.31687668,0.28108391
0.31687668,0.28087962
0.31687668,0.28067533
0.31687668,0.28047103
0.31687668,0.28026674
0.31687668,0.28006244
0.31687668,0.27985815
0.31687668,0.27965385
0.31687668,0.27944956
0.31687668,0.27924526
0.31687668,0.27904097
0.31687668,0.27883668
0.31687668,0.27863238
0.31687668,0.27842809
0.31687668,0.27822379
0.31687668,0.27801950
0.31687668,0.27781520
0.31687668,0.27761091
0.31687668,0.27740662
0.31687668,0.27720232
0.31687668,0.27699803
0.31687668,0.27679373
0.31687668,0.27658944
0.31687668,0.27638514
0.31687668,0.27618085
0.31687668,0.27597655
0.31687668,0.27577226
0.31687668,0.27556797
0.31687668,0.27536367
0.31687668,0.27515938
0.31687668,0.27495508
0.31687668,0.27475079
0.31687668,0.27454649
0.31687668,0.27434220
0.31687668,0.27413791
0.31687668,0.27393361
0.31687668,0.27372932
0.31687668,0.27352502
0.31687668,0.27332073
0.31687668,0.27311643
0.31687668,0.27291214
0.31687668,0.27270785
0.31687668,0.27250355
0.31687668,0.27229926
0.31687668,0.27209496
0.31687668,0.27189067
0.31687668,0.27168637
0.31687668,0.27148208
0.31687668,0.27127778
0.31687668,0.27107349
0.31687668,0.27086920
0.31687668,0.27066490
0.31687668,0.27046061
0.31687668,0.27025631
0.31687668,0.27005202
0.31687668,0.26984772
0.31687668,0.26964343
0.31687668,0.26943914
0.31687668,0.26923484
0.31687668,0.26903055
0.31687668,0.26882625
0.31687668,0.26862196
0.31687668,0.26841766
0.31687668,0.26821337
0.31687668,0.26800907
0.31687668,0.26780478
0.31687668,0.26760049
0.31687668,0.26739619
0.31687668,0.26719190
0.31687668,0.26698760
0.31687668,0.26678331
0.31687668,0.26657901
0.31687668,0.26637472
0.31687668,0.26617043
0.31687668,0.26596613
0.31687668,0.26576184
0.31687668,0.26555754
0.31687668,0.26535325
0.31687668,0.26514895
0.31687668,0.26494466
0.31687668,0.26474037
0.31687668,0.26453607
0.31687668,0.26433178
0.31687668,0.26412748
0.31687668,0.26392319
0.31687668,0.26371889
0.31687668,0.26351460
0.31687668,0.26331030
0.31687668,0.26310601
0.31687668,0.26290172
0.31687668,0.26269742
0.31687668,0.26249313
0.31687668,0.26228883
0.31687668,0.26208454
0.31687668,0.26188024
0.31687668,0.26167595
0.31687668,0.26147166
0.31687668,0.26126736
0.31687668,0.26106307
0.31687668,0.26085877
0.31687668,0.26065448
0.31687668,0.26045018
0.31687668,0.26024589
0.31687668,0.26004159
0.31687668,0.25983730
0.31687668,0.25963301
0.31687668,0.25942871
0.31687668,0.25922442
0.31687668,0.25902012
0.31687668,0.25881583
0.31687668,0.25861153
0.31687668,0.25840724
0.31687668,0.25820295
0.31687668,0.25799865
0.31687668,0.25779436
0.31687668,0.25759006
0.31687668,0.25738577
0.31687668,0.25718147
0.31687668,0.25697718
0.31687668,0.25677289
0.31687668,0.25656859
0.31687668,0.25636430
0.31687668,0.25616000
0.31687668,0.25595571
0.31687668,0.25575141
0.31687668,0.25554712
0.31687668,0.25534282
0.31687668,0.25513853
0.31687668,0.25493424
0.31687668,0.25472994
0.31687668,0.25452565
0.31687668,0.25432135
0.31687668,0.25411706
0.31687668,0.25391276
0.31687668,0.25370847
0.31687668,0.25350418
0.31687668,0.25329988
0.31687668,0.25309559
0.31687668,0.25289129
0.31687668,0.25268700
0.31687668,0.25248270
0.31687668,0.25227841
0.31687668,0.25207412
0.31687668,0.25186982
0.31687668,0.25166553
0.31687668,0.25146123
0.31687668,0.25125694
0.31687668,0.25105264
0.31687668,0.25084835
0.31687668,0.25064405
0.31687668,0.25043976
0.31687668,0.25023547
0.31687668,0.25003117
0.31687668,0.24982688
0.31687668,0.24962258
0.31687668,0.24941829
0.31687668,0.24921399
0.31687668,0.24900970
0.31687668,0.24880541
0.31687668,0.24860111
0.31687668,0.24839682
0.31687668,0.24819252
0.31671788,0.24826364
0.31655909,0.24833471
0.31640030,0.24840576
0.31624152,0.24847676
0.31608275,0.24854774
0.31592399,0.24861867
0.31576523,0.24868958
0.31560649,0.24876044
0.31544775,0.24883127
0.31528901,0.24890207
0.31513029,0.24897283
0.31497157,0.24904356
0.31481286,0.24911425
0.31465416,0.24918491
0.31449546,0.24925553
0.31433677,0.24932611
0.31417809,0.24939666
0.31401942,0.24946718
0.31386075,0.24953766
0.31370209,0.24960810
0.31354344,0.24967851
0.31338480,0.24974889
0.31322616,0.24981922
0.31306754,0.24988953
0.31290891,0.24995980
0.31275030,0.25003003
0.31259169,0.25010023
0.31243310,0.25017039
0.31227450,0.25024052
0.31211592,0.25031061
0.31195734,0.25038067
0.31179877,0.25045069
0.31164021,0.25052068
0.31148166,0.25059063
0.31132311,0.25066055
0.31116457,0.25073043
0.31100604,0.25080028
0.31084752,0.25087009
0.31068900,0.25093986
0.31053049,0.25100961
0.31037199,0.25107931
0.31021349,0.25114898
0.31005501,0.25121862
0.30989653,0.25128822
0.30973806,0.25135778
0.30957959,0.25142731
0.30942113,0.25149681
0.30926268,0.25156627
0.30910424,0.25163569
0.30894581,0.25170508
0.30878738,0.25177443
0.30862896,0.25184375
0.30847055,0.25191304
0.30831214,0.25198228
0.30815374,0.25205150
0.30799535,0.25212068
0.30783697,0.25218982
0.30767860,0.25225893
0.30752023,0.25232800
0.30736187,0.25239704
0.30720352,0.25246604
0.30704517,0.25253500
0.30688683,0.25260394
0.30672850,0.25267283
0.30657018,0.25274169
0.30641186,0.25281052
0.30625355,0.25287931
0.30609525,0.25294807
0.30593696,0.25301679
0.30577867,0.25308547
0.30562040,0.25315412
0.30546213,0.25322274
0.30530386,0.25329132
0.30514561,0.25335986
0.30498736,0.25342837
0.30482912,0.25349685
0.30467088,0.25356528
0.30451266,0.25363369
0.30435444,0.25370206
0.30419623,0.25377039
0.30403802,0.25383869
0.30387983,0.25390695
0.30372164,0.25397518
0.30356346,0.25404337
0.30340528,0.25411153
0.30324711,0.25417965
0.30308896,0.25424774
0.30293080,0.25431579
0.30277266,0.25438381
0.30261452,0.25445179
0.30245639,0.25451974
0.30229827,0.25458765
0.30214016,0.25465552
0.30198205,0.25472336
0.30182395,0.25479117
0.30166586,0.25485894
0.30150777,0.25492668
0.30134970,0.25499438
0.30119163,0.25506204
0.30103356,0.25512967
0.30087551,0.25519726
0.30071746,0.25526482
0.30055942,0.25533235
0.30040139,0.25539984
0.30024336,0.25546729
0.30008535,0.25553471
0.29992734,0.25560209
0.29976933,0.25566944
0.29961134,0.25573675
0.29945335,0.25580403
0.29929537,0.25587127
0.29913740,0.25593848
0.29897943,0.25600565
0.29882147,0.25607279
0.29866352,0.25613989
0.29850558,0.25620696
0.29834765,0.25627399
0.29818972,0.25634099
0.29803180,0.25640795
0.29787388,0.25647487
0.29771598,0.25654177
0.29755808,0.25660862
0.29740019,0.25667544
0.29724230,0.25674223
0.29708443,0.25680898
0.29692656,0.25687569
0.29676870,0.25694237
0.29661084,0.25700902
0.29645300,0.25707563
0.29629516,0.25714220
0.29613733,0.25720874
0.29597950,0.25727524
0.29582169,0.25734171
0.29566388,0.25740814
0.29550608,0.25747454
0.29534828,0.25754091
0.29519050,0.25760723
0.29503272,0.25767353
0.29487495,0.25773978
0.29471718,0.25780601
0.29455943,0.25787219
0.29440168,0.25793834
0.29424393,0.25800446
0.29408620,0.25807054
0.29392847,0.25813659
0.29377075,0.25820260
0.29361304,0.25826858
0.29345534,0.25833452
0.29329764,0.25840042
0.29313995,0.25846629
0.29298227,0.25853213
0.29282459,0.25859793
0.29266693,0.25866369
0.29250927,0.25872942
0.29235161,0.25879512
0.29219397,0.25886078
0.29203633,0.25892640
0.29187870,0.25899199
0.29172108,0.25905754
0.29156346,0.25912306
0.29140585,0.25918854
0.29124825,0.25925399
0.29109066,0.25931941
0.29093308,0.25938478
